id,banco,fecha_operacion,descripcion,referencia,monto,saldo_operacion,etiqueta,
1631,BBVA,11/12/2024,T17 SPEI ENVIADO INBURSA,,63220,,Retiro,
1632,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,4930,,Retiro,
1633,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,4000,,Retiro,
1634,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,1500,,Deposito,
1635,BBVA,13/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,3956.71,,Deposito,
1636,BBVA,13/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,3956.71,,Deposito,
1637,BBVA,13/12/2024,P14 EFECTIVALE S DE RL D,,5406,,Retiro,
1638,BBVA,13/12/2024,P14 EFECTIVALE S DE RL D,,139,,Retiro,
1639,BBVA,13/12/2024,T20 SPEI RECIBIDOMULTIVA BANC,,0.01,,Deposito,
1640,BBVA,13/12/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
1641,BBVA,14/12/2024,R01 PAGO DE NOMINA,,16776.1,,Retiro,
1642,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,11310,,Deposito,
1643,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,800,,Retiro,
1644,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,400,,Retiro,
1645,BBVA,17/12/2024,X01 IMSS/INF/AFORE VIA ELECT.,,2315.28,,Retiro,
1646,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1647,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1648,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1649,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1650,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,21446,,Deposito,
1651,BBVA,18/12/2024,P14 GOBIERNO DEL ESTADO,,1563,,Retiro,
1652,BBVA,19/12/2024,P14 EFECTIVALE S DE RL D,,6006,,Retiro,
1653,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1654,BBVA,20/12/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
1655,BBVA,20/12/2024,P14 AMERICAN EXPRESS,,34338.6,,Retiro,
1656,BBVA,20/12/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
1657,BBVA,23/12/2024,P14 CFE,,4081,,Retiro,
1658,BBVA,23/12/2024,P14 SAT,,37718,,Retiro,
1659,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Deposito,
1660,BBVA,24/12/2024,P31 GPO NACIONAL PROVINC00390,,15527.2,,Retiro,
1661,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,34020.1,,Retiro,
1662,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,299280,,Deposito,
1663,BBVA,26/12/2024,T17 SPEI ENVIADO INBURSA,,103240,,Retiro,
1664,BBVA,26/12/2024,T17 SPEI ENVIADO INBURSA,,126440,,Retiro,
1665,BBVA,26/12/2024,P14 AMERICAN EXPRESS,,5561,,Retiro,
1666,BBVA,26/12/2024,P14 AMERICAN EXPRESS,,8988,,Retiro,
1667,BBVA,26/12/2024,P14 AMERICAN EXPRESS,,11546,,Retiro,
1668,BBVA,26/12/2024,N05 PAGO TARJETA DE TERCEROS,,825,,Retiro,
1669,BBVA,26/12/2024,P14 EFECTIVALE S DE RL D,,6006,,Retiro,
1670,BBVA,26/12/2024,T17 SPEI ENVIADO SANTANDER,,20000,,Retiro,
1671,BBVA,27/12/2024,T20 SPEI RECIBIDOJP MORGAN,,5771.23,,Deposito,
1672,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,150000,,Deposito,
1673,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,150000,,Retiro,
1674,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,149640,,Deposito,
1675,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,78880,,Deposito,
1676,BBVA,28/12/2024,R01 PAGO DE NOMINA,,16776.1,,Retiro,
1677,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,15000,,Retiro,
1678,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,200100,,Deposito,
1679,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1680,BBVA,30/12/2024,T17 SPEI ENVIADO BANORTE,,348000,,Retiro,
1681,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,200100,,Deposito,
1682,BBVA,30/12/2024,T17 SPEI ENVIADO SANTANDER,,7000,,Retiro,
1683,BBVA,31/12/2024,N06 PAGO CUENTA DE TERCERO,,11310,,Deposito,
1684,BBVA,02/12/2024,P14 SECRETARIA DE FINANZ,,869,,Retiro,
1685,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,250,,Retiro,
1686,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,40,,Retiro,
1687,BBVA,01/11/2024,Z3 CARGO COBRANZA FACILEASIN,,12079.2,,Retiro,zzz
1688,BBVA,01/11/2024,T20 SPEI RECIBIDOBANAMEX,,12180,,DepÃƒÂ³sito,
1689,BBVA,01/11/2024,T20 SPEI RECIBIDOBANAMEX,,13920,,DepÃƒÂ³sito,
1690,BBVA,04/11/2024,W02 DEPOSITO DE TERCERO,,34800,,DepÃƒÂ³sito,
1691,BBVA,04/11/2024,N06 PAGO CUENTA DE TERCERO,,42000,,Retiro,
1692,BBVA,05/11/2024,T09 TEF RECIBIDO BANORTE,,12180,,DepÃƒÂ³sito,
1693,BBVA,05/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,DepÃƒÂ³sito,
1694,BBVA,05/11/2024,N06 PAGO CUENTA DE TERCERO,,27550,,DepÃƒÂ³sito,
1695,BBVA,05/11/2024,P14 AMERICAN EXPRESS,,15830.5,,Retiro,
1696,BBVA,06/11/2024,W02 DEPOSITO DE TERCERO,,13340,,DepÃƒÂ³sito,
1697,BBVA,06/11/2024,T20 SPEI RECIBIDOSCOTIABANK,,19720,,DepÃƒÂ³sito,
1698,BBVA,06/11/2024,N03 TRASPASO CUENTAS PROPIAS,,6000,,Retiro,
1699,BBVA,06/11/2024,N06 PAGO CUENTA DE TERCERO,,15612.5,,Retiro,
1700,BBVA,07/11/2024,W02 DEPOSITO DE TERCERO,,30160,,DepÃƒÂ³sito,
1701,BBVA,07/11/2024,W02 DEPOSITO DE TERCERO,,9280,,DepÃƒÂ³sito,
1702,BBVA,07/11/2024,W02 DEPOSITO DE TERCERO,,81200,,DepÃƒÂ³sito,
1703,BBVA,07/11/2024,T17 SPEI ENVIADO BANAMEX,,7675.44,,Retiro,
1704,BBVA,07/11/2024,N06 PAGO CUENTA DE TERCERO,,990,,Retiro,
1705,BBVA,08/11/2024,T20 SPEI RECIBIDOBANORTE,,27966.3,,DepÃƒÂ³sito,
1706,BBVA,08/11/2024,N03 TRASPASO CUENTAS PROPIAS,,4516.8,,Retiro,
1707,BBVA,08/11/2024,W02 DEPOSITO DE TERCERO,,27840,,DepÃƒÂ³sito,
1708,BBVA,08/11/2024,N03 TRASPASO CUENTAS PROPIAS,,4516.8,,Retiro,
1709,BBVA,08/11/2024,T20 SPEI RECIBIDOSANTANDER,,3480,,DepÃƒÂ³sito,
1710,BBVA,10/11/2024,N06 PAGO CUENTA DE TERCERO,,8932,,DepÃƒÂ³sito,
1711,BBVA,11/11/2024,N02 PAGO TARJETA DE CREDITO,,12135.6,,Retiro,
1712,BBVA,11/11/2024,T17 SPEI ENVIADO BANAMEX,,5757.76,,Retiro,
1713,BBVA,11/11/2024,T17 SPEI ENVIADO BANAMEX,,5757.76,,Retiro,
1714,BBVA,11/11/2024,T17 SPEI ENVIADO BANAMEX,,5757.76,,Retiro,
1715,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,22058.4,,Retiro,
1716,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,22058.4,,Retiro,
1717,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,11743.2,,Retiro,
1718,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,10293.2,,Retiro,
1719,BBVA,11/11/2024,T17 SPEI ENVIADO BANORTE,,1200,,Retiro,
1720,BBVA,11/11/2024,N06 PAGO CUENTA DE TERCERO,,6380,,DepÃƒÂ³sito,
1721,BBVA,12/11/2024,N06 PAGO CUENTA DE TERCERO,,1924,,Retiro,
1722,BBVA,12/11/2024,N06 PAGO CUENTA DE TERCERO,,19720,,DepÃƒÂ³sito,
1723,BBVA,13/11/2024,N06 PAGO CUENTA DE TERCERO,,25000,,DepÃƒÂ³sito,
1724,BBVA,13/11/2024,T20 SPEI RECIBIDOBANORTE,,20000,,DepÃƒÂ³sito,
1725,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,88828.7,,Retiro,
1726,BBVA,13/11/2024,T20 SPEI RECIBIDOBANAMEX,,26100,,DepÃƒÂ³sito,
1727,BBVA,13/11/2024,T20 SPEI RECIBIDOSANTANDER,,9280,,DepÃƒÂ³sito,
1728,BBVA,13/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,DepÃƒÂ³sito,
1729,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,70879.7,,Retiro,
1730,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,5258.03,,Retiro,
1731,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,1170.36,,Retiro,
1732,BBVA,14/11/2024,T09 TEF RECIBIDO BANORTE,,3955.6,,DepÃƒÂ³sito,
1733,BBVA,14/11/2024,T09 TEF RECIBIDO BANORTE,,9280,,DepÃƒÂ³sito,
1734,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,22011,,DepÃƒÂ³sito,
1735,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,32282.8,,DepÃƒÂ³sito,
1736,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,5359.2,,DepÃƒÂ³sito,
1737,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,2679.6,,DepÃƒÂ³sito,
1738,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,5359.2,,DepÃƒÂ³sito,
1739,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,13015.2,,DepÃƒÂ³sito,
1740,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,45240,,DepÃƒÂ³sito,
1741,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,43326,,DepÃƒÂ³sito,
1742,BBVA,14/11/2024,BT2 TRANSFER BBVA 00797189 L,,13572,,DepÃƒÂ³sito,
1743,BBVA,14/11/2024,T20 SPEI RECIBIDOSANTANDER,,11600,,DepÃƒÂ³sito,
1744,BBVA,14/11/2024,N03 TRASPASO CUENTAS PROPIAS,,83520,,DepÃƒÂ³sito,
1745,BBVA,14/11/2024,T20 SPEI RECIBIDOSANTANDER,,127328,,DepÃƒÂ³sito,
1746,BBVA,14/11/2024,N06 PAGO CUENTA DE TERCERO,,25000,,DepÃƒÂ³sito,
1747,BBVA,14/11/2024,N03 TRASPASO CUENTAS PROPIAS,,94936.1,,Retiro,
1748,BBVA,14/11/2024,N03 TRASPASO CUENTAS PROPIAS,,9082.06,,Retiro,
1749,BBVA,14/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,DepÃƒÂ³sito,
1750,BBVA,14/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,DepÃƒÂ³sito,
1751,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,23200,,DepÃƒÂ³sito,
1752,BBVA,14/11/2024,TK7 SITB2F1146MALDONADOVILLAS,,29000,,DepÃƒÂ³sito,
1753,BBVA,14/11/2024,T20 SPEI RECIBIDOBANAMEX,,19720,,DepÃƒÂ³sito,
1754,BBVA,15/11/2024,N03 TRASPASO CUENTAS PROPIAS,,14167,,Retiro,
1755,BBVA,15/11/2024,N06 PAGO CUENTA DE TERCERO,,9817.05,,Retiro,
1756,BBVA,15/11/2024,T17 SPEI ENVIADO HSBC,,6655.5,,Retiro,
1757,BBVA,15/11/2024,N03 TRASPASO CUENTAS PROPIAS,,56043.4,,Retiro,
1758,BBVA,15/11/2024,W02 DEPOSITO DE TERCERO,,25520,,DepÃƒÂ³sito,
1759,BBVA,15/11/2024,H09 COBRO AUTOMATICO RECIBO,,13645.2,,Retiro,
1760,BBVA,19/11/2024,N06 PAGO CUENTA DE TERCERO,,81200,,Retiro,
1761,BBVA,19/11/2024,N03 TRASPASO CUENTAS PROPIAS,,52200,,Retiro,
1762,BBVA,19/11/2024,N03 TRASPASO CUENTAS PROPIAS,,5073.41,,Retiro,
1763,BBVA,19/11/2024,N03 TRASPASO CUENTAS PROPIAS,,14167,,Retiro,
1764,BBVA,19/11/2024,W02 DEPOSITO DE TERCERO,,29000,,DepÃƒÂ³sito,
1765,BBVA,19/11/2024,T17 SPEI ENVIADO SCOTIABANK,,7000,,Retiro,
1766,BBVA,19/11/2024,N06 PAGO CUENTA DE TERCERO,,4640,,Retiro,
1767,BBVA,19/11/2024,W02 DEPOSITO DE TERCERO,,63800,,DepÃƒÂ³sito,
1768,BBVA,20/11/2024,N06 PAGO CUENTA DE TERCERO,,15950.1,,DepÃƒÂ³sito,
1769,BBVA,20/11/2024,N03 TRASPASO CUENTAS PROPIAS,,14650.8,,Retiro,
1770,BBVA,21/11/2024,N03 TRASPASO CUENTAS PROPIAS,,1108.78,,Retiro,
1771,BBVA,21/11/2024,N03 TRASPASO CUENTAS PROPIAS,,5589.61,,Retiro,
1772,BBVA,21/11/2024,N06 PAGO CUENTA DE TERCERO,,13256.4,,Retiro,
1773,BBVA,22/11/2024,N06 PAGO CUENTA DE TERCERO,,11800,,Retiro,
1774,BBVA,22/11/2024,T20 SPEI RECIBIDOBANORTE,,9280,,DepÃƒÂ³sito,
1775,BBVA,22/11/2024,T20 SPEI RECIBIDOSANTANDER,,5800,,DepÃƒÂ³sito,
1776,BBVA,22/11/2024,T20 SPEI RECIBIDOSANTANDER,,5800,,DepÃƒÂ³sito,
1777,BBVA,22/11/2024,T20 SPEI RECIBIDOBANORTE,,269733,,DepÃƒÂ³sito,
1778,BBVA,22/11/2024,W02 DEPOSITO DE TERCERO,,34800,,DepÃƒÂ³sito,
1779,BBVA,22/11/2024,W02 DEPOSITO DE TERCERO,,13050,,DepÃƒÂ³sito,
1780,BBVA,22/11/2024,W02 DEPOSITO DE TERCERO,,6844,,DepÃƒÂ³sito,
1781,BBVA,22/11/2024,N06 PAGO CUENTA DE TERCERO,,16806,,Retiro,
1782,BBVA,23/11/2024,N06 PAGO CUENTA DE TERCERO,,6090,,DepÃƒÂ³sito,
1783,BBVA,23/11/2024,W02 DEPOSITO DE TERCERO,,23200,,DepÃƒÂ³sito,
1784,BBVA,23/11/2024,W02 DEPOSITO DE TERCERO,,11600,,DepÃƒÂ³sito,
1785,BBVA,25/11/2024,T20 SPEI RECIBIDOBANORTE,,3480,,DepÃƒÂ³sito,
1786,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,50000,,Retiro,
1787,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,62449.8,,Retiro,
1788,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,299280,,Retiro,
1789,BBVA,25/11/2024,N03 TRASPASO CUENTAS PROPIAS,,63032,,Retiro,
1790,BBVA,25/11/2024,N03 TRASPASO CUENTAS PROPIAS,,87202,,Retiro,
1791,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1792,BBVA,25/11/2024,W02 DEPOSITO DE TERCERO,,5104,,DepÃƒÂ³sito,
1793,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,3828,,DepÃƒÂ³sito,
1794,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,22504,,DepÃƒÂ³sito,
1795,BBVA,25/11/2024,T20 SPEI RECIBIDOSANTANDER,,5568,,DepÃƒÂ³sito,
1796,BBVA,25/11/2024,T20 SPEI RECIBIDOBANORTE,,2320,,DepÃƒÂ³sito,
1797,BBVA,26/11/2024,T20 SPEI RECIBIDOBANREGIO,,9976,,DepÃƒÂ³sito,
1798,BBVA,26/11/2024,T20 SPEI RECIBIDOSANTANDER,,24360,,DepÃƒÂ³sito,
1799,BBVA,26/11/2024,T20 SPEI RECIBIDOAFIRME,,26100,,DepÃƒÂ³sito,
1800,BBVA,26/11/2024,N06 PAGO CUENTA DE TERCERO,,13200,,Retiro,
1801,BBVA,27/11/2024,W02 DEPOSITO DE TERCERO,,24128,,DepÃƒÂ³sito,
1802,BBVA,27/11/2024,T20 SPEI RECIBIDOHSBC,,26912,,DepÃƒÂ³sito,
1803,BBVA,27/11/2024,N03 TRASPASO CUENTAS PROPIAS,,70879.8,,Retiro,
1804,BBVA,27/11/2024,N03 TRASPASO CUENTAS PROPIAS,,94175.9,,Retiro,
1805,BBVA,27/11/2024,N06 PAGO CUENTA DE TERCERO,,720,,DepÃƒÂ³sito,
1806,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,884.33,,Retiro,
1807,BBVA,28/11/2024,T20 SPEI RECIBIDOSCOTIABANK,,2162.63,,DepÃƒÂ³sito,
1808,BBVA,28/11/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
1809,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,38604.8,,Retiro,
1810,BBVA,28/11/2024,N06 PAGO CUENTA DE TERCERO,,9817.05,,Retiro,
1811,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,10393.6,,Retiro,
1812,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,884.33,,Retiro,
1813,BBVA,28/11/2024,T17 SPEI ENVIADO BANORTE,,2204,,Retiro,
1814,BBVA,28/11/2024,T17 SPEI ENVIADO STP,,5676.58,,Retiro,
1815,BBVA,28/11/2024,W02 DEPOSITO DE TERCERO,,15590.4,,DepÃƒÂ³sito,
1816,BBVA,28/11/2024,W02 DEPOSITO DE TERCERO,,2436,,DepÃƒÂ³sito,
1817,BBVA,28/11/2024,P14 SAT,,5556,,Retiro,
1818,BBVA,28/11/2024,P14 SAT,,5650,,Retiro,
1819,BBVA,28/11/2024,W02 DEPOSITO DE TERCERO,,11020,,DepÃƒÂ³sito,
1820,BBVA,28/11/2024,N06 PAGO CUENTA DE TERCERO,,6380,,DepÃƒÂ³sito,
1821,BBVA,29/11/2024,N06 PAGO CUENTA DE TERCERO,,8932,,DepÃƒÂ³sito,
1822,BBVA,29/11/2024,W02 DEPOSITO DE TERCERO,,24128,,DepÃƒÂ³sito,
1823,BBVA,29/11/2024,N03 TRASPASO CUENTAS PROPIAS,,342,,Retiro,
1824,BBVA,29/11/2024,T20 SPEI RECIBIDOHSBC,,15660,,DepÃƒÂ³sito,
1825,BBVA,29/11/2024,T20 SPEI RECIBIDOBANAMEX,,12180,,DepÃƒÂ³sito,
1826,BBVA,29/11/2024,T20 SPEI RECIBIDOBANAMEX,,13920,,DepÃƒÂ³sito,
1827,BBVA,29/11/2024,W02 DEPOSITO DE TERCERO,,27840,,DepÃƒÂ³sito,
1828,BBVA,29/11/2024,W02 DEPOSITO DE TERCERO,,8120,,DepÃƒÂ³sito,
1829,BBVA,29/11/2024,N06 PAGO CUENTA DE TERCERO,,24786,,Retiro,
1830,BBVA,29/11/2024,N06 PAGO CUENTA DE TERCERO,,201650,,Retiro,
1831,BBVA,29/11/2024,N06 PAGO CUENTA DE TERCERO,,52200,,DepÃƒÂ³sito,
1832,BBVA,29/11/2024,N06 PAGO CUENTA DE TERCERO,,52200,,DepÃƒÂ³sito,
1833,BBVA,02/12/2024,P14 SECRETARIA DE FINANZ,,869,,Retiro,
1834,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,250,,Retiro,
1835,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,40,,Retiro,
1836,BBVA,02/12/2024,P14 SAT,,14900,,Retiro,
1837,BBVA,02/12/2024,H09 COBRO AUTOMATICO RECIBO,,51818.7,,Retiro,
1838,BBVA,04/12/2024,BT2 TRANSFER BBVA 00841021 L,,21739.1,,DepÃƒÂ³sito,
1839,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,450,,Retiro,
1840,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,40,,Retiro,
1841,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,78.4,,Retiro,
1842,BBVA,10/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,53321.4,,DepÃƒÂ³sito,
1843,BBVA,10/12/2024,BT2 TRANSFER BBVA 00841021 L,,33132.8,,DepÃƒÂ³sito,
1844,BBVA,10/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,57790.7,,DepÃƒÂ³sito,
1845,BBVA,10/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,12415.2,,DepÃƒÂ³sito,
1846,BBVA,12/12/2024,T17 SPEI ENVIADO BANAMEX,,1729.56,,Retiro,
1847,BBVA,13/12/2024,R01 PAGO DE NOMINA,,6517.38,,Retiro,
1848,BBVA,13/12/2024,R09 PAGO DE AGUINALDO,,6655.51,,Retiro,
1849,BBVA,13/12/2024,R01 PAGO DE NOMINA,,30806.5,,Retiro,
1850,BBVA,13/12/2024,R09 PAGO DE AGUINALDO,,32203.5,,Retiro,
1851,BBVA,13/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,15438.6,,DepÃƒÂ³sito,
1852,BBVA,13/12/2024,T17 SPEI ENVIADO SANTANDER,,6516.5,,Retiro,
1853,BBVA,13/12/2024,T17 SPEI ENVIADO SANTANDER,,6655.51,,Retiro,
1854,BBVA,13/12/2024,T17 SPEI ENVIADO SCOTIABANK,,4851.55,,Retiro,
1855,BBVA,13/12/2024,T17 SPEI ENVIADO SCOTIABANK,,6710.06,,Retiro,
1856,BBVA,17/12/2024,X01 IMSS/INF/AFORE VIA ELECT.,,8085.88,,Retiro,
1857,BBVA,17/12/2024,X01 IMSS/INF/AFORE VIA ELECT.,,15676.6,,Retiro,
1858,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,15438.6,,Retiro,
1859,BBVA,18/12/2024,P14 SAT,,14187,,Retiro,
1860,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,11301.4,,Retiro,
1861,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,11301.4,,Retiro,
1862,BBVA,23/12/2024,T20 SPEI RECIBIDOSANTANDER,,8085.88,,DepÃƒÂ³sito,
1863,BBVA,23/12/2024,T17 SPEI ENVIADO SANTANDER,,4077,,Retiro,
1864,BBVA,26/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,53321.4,,DepÃƒÂ³sito,
1865,BBVA,27/12/2024,BT2 TRANSFER BBVA 00841021 L,,54347.9,,DepÃƒÂ³sito,
1866,BBVA,27/12/2024,R01 PAGO DE NOMINA,,6517.36,,Retiro,
1867,BBVA,27/12/2024,T17 SPEI ENVIADO SANTANDER,,6516.48,,Retiro,
1868,BBVA,30/12/2024,R01 PAGO DE NOMINA,,31014.2,,Retiro,
1869,BBVA,30/12/2024,T17 SPEI ENVIADO SCOTIABANK,,5484.04,,Retiro,
1870,BBVA,30/12/2024,T17 SPEI ENVIADO BANORTE,,8700,,Retiro,
1871,BBVA,30/12/2024,BT2 TRANSFER BBVA 00841021 L,,10869.6,,DepÃƒÂ³sito,
1872,BBVA,31/12/2024,BT2 TRANSFER BBVA 00841021 L,,108696,,DepÃƒÂ³sito,
1873,BBVA,02/12/2024,T17 SPEI ENVIADO HSBC,,1500,,Retiro,
1874,BBVA,02/12/2024,N06 PAGO CUENTA DE TERCERO,,10000,,Retiro,
1875,BBVA,04/12/2024,N06 PAGO CUENTA DE TERCERO,,3000,,DepÃƒÂ³sito,
1876,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,250,,Retiro,
1877,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,40,,Retiro,
1878,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,46.4,,Retiro,
1879,BBVA,05/12/2024,N06 PAGO CUENTA DE TERCERO,,2500,,Retiro,
1880,BBVA,05/12/2024,N06 PAGO CUENTA DE TERCERO,,500,,DepÃƒÂ³sito,
1881,BBVA,09/12/2024,T17 SPEI ENVIADO HSBC,,2000,,Retiro,
1882,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,7429,,Retiro,
1883,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,1575,,Retiro,
1884,BBVA,12/12/2024,T17 SPEI ENVIADO INBURSA,,1363,,Retiro,
1885,BBVA,13/12/2024,R01 PAGO DE NOMINA,,3011.3,,Retiro,
1886,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,1750,,DepÃƒÂ³sito,
1887,BBVA,13/12/2024,T20 SPEI RECIBIDOINBURSA,,170000,,DepÃƒÂ³sito,
1888,BBVA,14/12/2024,R01 PAGO DE NOMINA,,64251.6,,Retiro,
1889,BBVA,14/12/2024,R01 PAGO DE NOMINA,,89307,,Retiro,
1890,BBVA,17/12/2024,T17 SPEI ENVIADO HSBC,,2000,,Retiro,
1891,BBVA,17/12/2024,T17 SPEI ENVIADO BAJIO,,21180,,Retiro,
1892,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,3266.1,,Retiro,
1893,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,266.1,,Retiro,
1894,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,2000,,Retiro,
1895,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,963,,Retiro,
1896,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,2882.24,,Retiro,
1897,BBVA,20/12/2024,T20 SPEI RECIBIDOINBURSA,,50000,,DepÃƒÂ³sito,
1898,BBVA,23/12/2024,T17 SPEI ENVIADO HSBC,,2000,,Retiro,
1899,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1900,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,3400,,Retiro,
1901,BBVA,26/12/2024,T17 SPEI ENVIADO AZTECA,,3000,,Retiro,
1902,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,1850,,Retiro,
1903,BBVA,26/12/2024,T17 SPEI ENVIADO BANAMEX,,300,,Retiro,
1904,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,1688,,Retiro,
1905,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,216.3,,Retiro,
1906,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,2846.95,,Retiro,
1907,BBVA,27/12/2024,T20 SPEI RECIBIDOINBURSA,,50000,,DepÃƒÂ³sito,
1908,BBVA,28/12/2024,R01 PAGO DE NOMINA,,60877.8,,Retiro,
1909,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,2000,,Retiro,
1910,BBVA,31/12/2024,Y45 COMPENSACION POR RETRASO,,0.03,,DepÃƒÂ³sito,
1911,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,450,,Retiro,
1912,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,72,,Retiro,
1913,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,3480,,DepÃƒÂ³sito,
1914,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,4000,,Retiro,
1915,BBVA,18/12/2024,P14 SAT,,459,,Retiro,
